id,SemiVar,Mean,SemiVar,ARZZ3,AUTM3,BBFI11B,BPNM4,BRCR11B,BRFS3,CESP6,CMIG3,CMIG4,COCE3,COCE5,CSMG3,ECOR3,EZTC3,FEXC11B,FFTL4,HGRE11,HGTX3,HTMX11B,IDVL4,JHSF3,KLBN4,KNRI11,LIGT3,MPXE3,PRSV11,RDCD3,RNEW11,SAPR4,SSBR3,STBP11,UOLL4,USIM3
7,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
23,0.001538,0.113936,0.001538,0.067908,0.000000,0.000000,0.000000,0.044167,0.089382,0.107225,0.066958,0.000000,0.100448,0.057061,0.000000,0.000000,0.018184,0.051431,0.000000,0.087554,0.000000,0.049261,0.021815,0.000000,0.058475,0.055233,0.000000,0.000000,0.070638,0.000000,0.054258,0.000000,0.000000,0.000000,0.000000,0.000000
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
27,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
29,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
27,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
15,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
27,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
24,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
12,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
20,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
21,0.001121,0.105853,0.001121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024612,0.000000,0.051314,0.000000,0.000000,0.181920,0.000000,0.125034,0.000000,0.056886,0.105220,0.000000,0.000000,0.000000,0.073565,0.000000,0.098642,0.101389,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.028559,0.000000,0.152858
